Status_group,Region,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem,
functional,Arusha,Arusha,Olorieni,"36.64870859,-3.347227428",spring,0,150,2002,insufficient,0202309922WP94,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.65039363,-3.347442049",spring,0,150,2002,enough,0202309922WP95,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.65118415,-3.347298248",spring,0,150,2002,enough,0202309922WP96,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.65226972,-3.349204132",spring,0,150,2002,insufficient,0202309922WP97,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.65267181,-3.344915297",spring,0,200,2010,enough,0202309922WP98,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.63131124,-3.32538027",spring,0,150,2007,insufficient,0202309922WP01,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.62951246,-3.324500043",spring,0,150,2002,insufficient,0202309922WP02,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.6284151,-3.32054596",spring,0,150,2002,insufficient,0202309922WP03,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.62913984,-3.320822778",spring,0,150,2002,insufficient,0202309922WP04,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.63121893,-3.323178997",spring,0,150,2002,insufficient,0202309922WP05,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.51985386,-3.322658248",spring,0,100,unknown,enough,0202309920WP26,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.62156532,-3.329001856",spring,0,300,2002,insufficient,0202309922WP08,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.65113865,-3.34457895",spring,0,200,2009,insufficient,0202309922WP100,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.65069283,-3.342506902",spring,0,200,2003,enough,0202309922WP101,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.65290817,-3.340916088",spring,0,200,2000,insufficient,0202309922WP102,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.65587178,-3.340868551",spring,0,200,2010,insufficient,0202309922WP103,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.65040517,-3.340218493",spring,0,200,2010,insufficient,0202309922WP105,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.65036718,-3.339680009",spring,0,200,2010,enough,0202309922WP106,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.65335211,-3.337389526",spring,0,200,2010,insufficient,0202309922WP107,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.64797776,-3.337902883",spring,0,200,2010,enough,0202309922WP108,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.64845034,-3.339661513",spring,0,200,2010,enough,0202309922WP109,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.63126008,-3.326691729",spring,0,150,2002,insufficient,0202309922WP11,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.65124906,-3.344329332",spring,0,200,2011,enough,0202309922WP99,good,gravity,unknown,unknown,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.64642963,-3.328546993",spring,0,150,2002,insufficient,0202309922WP75,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.63241609,-3.322379113",spring,0,150,2002,insufficient,0202309922WP06,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.6460229,-3.336629244",spring,0,200,2010,insufficient,0202309922WP110,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.64342965,-3.332946817",spring,0,200,2010,enough,0202309922WP111,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.6434904,-3.335629393",spring,0,200,2010,insufficient,0202309922WP112,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.64296451,-3.33684638",spring,0,200,2010,enough,0202309922WP113,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.64385282,-3.340253644",spring,0,200,2010,enough,0202309922WP114,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.64446366,-3.339958961",spring,0,200,2010,enough,0202309922WP115,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.63345027,-3.319282844",spring,0,150,2002,insufficient,0202309922WP13,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.63243008,-3.319240521",spring,0,150,2002,insufficient,0202309922WP14,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.63103313,-3.317767814",spring,0,150,2002,insufficient,0202309922WP15,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.6318904,-3.317523718",spring,0,150,2002,insufficient,0202309922WP16,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.63743087,-3.314805284",spring,0,150,2002,insufficient,0202309922WP17,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.63862482,-3.31450522",spring,0,150,2002,insufficient,0202309922WP18,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.66980972,-3.337520088",spring,0,150,2000,insufficient,0202309908WP55,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.671045,-3.336753577",spring,0,150,2000,insufficient,0202309908WP54,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.67677166,-3.337639109",spring,0,150,2000,insufficient,0202309908WP52,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.67797925,-3.327698383",spring,0,150,2000,insufficient,0202309908WP48,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.67812423,-3.326252563",spring,0,150,2000,insufficient,0202309908WP47,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.67859137,-3.325053049",spring,0,150,2000,insufficient,0202309908WP46,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.64916396,-3.328852882",spring,0,150,2002,insufficient,0202309922WP49,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olorieni,"36.64940989,-3.341879953",spring,0,200,2010,enough,0202309922WP104,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Ngorongoro,Ololosokwan,"35.32668454,-1.857233105",spring,0,385,1993,enough,0205300717WP09,good,gravity,unknown,never pay,Italian,Wasso contractors,parastatal,none,
functional,Arusha,Ngorongoro,Ololosokwan,"35.32746216,-1.857897073",spring,0,385,1972,insufficient,0205300717WP08,good,gravity,unknown,never pay,District Council,District water depar,vwc,none,
functional,Arusha,Ngorongoro,Ololosokwan,"35.33726601,-1.877036464",spring,0,58,unknown,insufficient,0205300717WP07,good,gravity,unknown,never pay,District Council,District water depar,vwc,none,
functional,Arusha,Ngorongoro,Ololosokwan,"35.36936827,-1.86754909",rainwater harvesting,0,302,2011,seasonal,0205300717WP04,good,gravity,unknown,never pay,WFP,Active MKM,parastatal,none,
functional,Arusha,Ngorongoro,Ololosokwan,"35.36938545,-1.867550205",rainwater harvesting,0,205,2011,seasonal,0205300717WP03,good,gravity,unknown,never pay,WFP,Active MKM,parastatal,none,
functional,Arusha,Arusha Urban,Oloirieni,"36.70862325,-3.381177778",spring,0,1,2000,enough,02032001062WP04,good,gravity,unknown,never pay,,,water authority,none,
functional,Arusha,Arusha Urban,Oloirieni,"36.70797002,-3.384342051",borehole,30,4500,2000,enough,02032001062WP03,good,submersible,unknown,per bucket,,,water board,none,
functional,Arusha,Arusha Urban,Oloirieni,"36.71205119,-3.386869365",borehole,0,2890,2000,enough,02032001062WP02,good,submersible,unknown,never pay,,,water authority,none,
functional,Arusha,Ngorongoro,Oloirien,"35.56733827,-2.168811481",rainwater harvesting,0,315,2011,seasonal,0205300715WP17,good,gravity,unknown,never pay,USAID/WFP,Active MKM,parastatal,none,
functional,Arusha,Ngorongoro,Oloirien,"35.56734381,-2.169234639",rainwater harvesting,0,315,2011,seasonal,0205300715WP18,good,gravity,unknown,never pay,USAID/WFP,Active MKM,parastatal,none,
functional,Arusha,Ngorongoro,Oloirien,"35.56106656,-2.054308391",spring,30,1,1996,unknown,0205300715WP16,good,gravity,unknown,per bucket,District Council,District water depar,vwc,none,
functional,Arusha,Ngorongoro,Oloirien,"35.5639377,-2.052062697",spring,30,850,1996,insufficient,0205300715WP15,good,gravity,unknown,per bucket,District Council,District water depar,vwc,none,
functional,Arusha,Ngorongoro,Oloirien,"35.56493432,-2.053119341",spring,30,1,1996,insufficient,0205300715WP14,good,gravity,unknown,per bucket,District Council,District water depar,vwc,none,
functional,Arusha,Ngorongoro,Oloirien,"35.56073282,-2.058988409",spring,30,1,1996,insufficient,0205300715WP12,good,gravity,unknown,per bucket,District Council,District water depar,vwc,none,
functional,Arusha,Ngorongoro,Oloirien,"35.55997739,-2.061012904",spring,30,1,1996,insufficient,0205300715WP11,good,gravity,unknown,per bucket,District Council,District water depar,vwc,none,
functional,Arusha,Ngorongoro,Oloirien,"35.55248487,-2.058396744",borehole,0,170,2011,insufficient,0205300715WP10,good,submersible,unknown,never pay,Loliondo secondary,Wasso companies,parastatal,none,
functional,Arusha,Ngorongoro,Oloirien,"35.55234133,-2.057378629",borehole,0,145,2011,insufficient,0205300715WP09,good,submersible,unknown,never pay,Loliondo secondary,Wasso companies,parastatal,none,
functional,Arusha,Ngorongoro,Oloirien,"35.56217953,-2.056582092",spring,30,1,1996,insufficient,0205300715WP13,good,gravity,unknown,per bucket,District Council,District water depar,vwc,none,
functional,Arusha,Ngorongoro,Oloipiri,"35.43542557,-2.042602293",rainwater harvesting,0,330,2011,seasonal,0205300716WPO2,good,gravity,unknown,never pay,WFP,Wasso,parastatal,none,
functional,Arusha,Ngorongoro,Oloipiri,"35.43533076,-2.042398466",rainwater harvesting,0,340,2011,seasonal,0205300716WPO1,good,gravity,unknown,never pay,WFP,Wasso,parastatal,none,
functional,Arusha,Ngorongoro,Oloipiri,"35.51144871,-1.955610461",spring,0,220,2011,seasonal,0205300716WPO4,good,gravity,unknown,never pay,WFP,Wasso,parastatal,none,
functional,Arusha,Ngorongoro,Oloipiri,"35.51180886,-1.956081863",rainwater harvesting,0,220,2011,seasonal,0205300716WPO3,good,gravity,unknown,never pay,WFP,Wasso,parastatal,pipe broken,
functional,Arusha,Arusha,Olmotonyi,"36.65777717,-3.29998427",spring,0,300,1990,insufficient,0202309913WP20,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.6550199,-3.303453728",spring,0,300,1991,insufficient,0202309913WP23,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.64904394,-3.309885677",spring,0,300,1996,insufficient,0202309913WP24,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.65898357,-3.301447352",spring,0,300,2000,insufficient,0202309913WP19,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.65922718,-3.301083843",spring,0,300,1999,insufficient,0202309913WP18,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.66581343,-3.30597225",spring,0,300,2000,insufficient,0202309913WP17,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.65942477,-3.306638739",spring,0,300,2001,insufficient,0202309913WP15,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.65666548,-3.307782095",spring,0,300,1990,insufficient,0202309913WP13,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.65830907,-3.30605824",spring,0,300,2009,insufficient,0202309913WP12,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.65087432,-3.309939489",spring,0,300,2000,insufficient,0202309913WP28,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.65918148,-3.304849063",rainwater harvesting,0,300,2000,seasonal,0202309913WP09,good,other,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.65900986,-3.304901795",spring,0,300,2000,insufficient,0202309913WP08,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.66207386,-3.30995582",spring,0,900,2000,enough,0202309913WP01,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.63727098,-3.312569665",spring,0,150,1990,enough,0202309921WP01,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.63718912,-3.313605374",spring,0,150,1990,enough,0202309921WP02,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.64146929,-3.313021659",spring,0,150,1990,enough,0202309921WP03,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.65520828,-3.316148413",spring,0,300,2000,insufficient,0202309913WP25,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.65670893,-3.309214252",spring,0,300,2000,insufficient,0202309913WP27,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.64058668,-3.310493334",spring,0,150,1990,enough,0202309921WP04,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.64050433,-3.311206769",spring,0,150,1990,enough,0202309921WP05,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.64181018,-3.311218541",borehole,0,150,2010,enough,0202309921WP06,good,submersible,unknown,never pay,Mungaya,Mungaya,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.64391222,-3.303720779",spring,0,200,2000,enough,0202309921WP25,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.64355632,-3.308400949",spring,0,200,1991,enough,0202309921WP12,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.64197179,-3.306992798",spring,0,200,1991,enough,0202309921WP13,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.64060936,-3.307910495",spring,0,200,1991,enough,0202309921WP14,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.64559804,-3.301552538",spring,0,200,1991,enough,0202309921WP16,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.64589495,-3.30135042",spring,0,200,1991,enough,0202309921WP17,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.64819932,-3.299781578",spring,0,200,1991,enough,0202309921WP18,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.65032301,-3.299845497",spring,0,300,2011,enough,0202309921WP19,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.65770538,-3.291697147",spring,0,200,1991,enough,0202309921WP20,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.66670331,-3.299789923",spring,0,200,1991,enough,0202309921WP21,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.66310049,-3.303374538",spring,0,200,1991,enough,0202309921WP24,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.64852028,-3.305539624",spring,0,1500,1991,enough,0202309921WP08,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.65920852,-3.305031976",spring,0,300,2000,insufficient,0202309913WP10,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olmotonyi,"36.66303288,-3.306753556",spring,0,300,1990,insufficient,0202309913WP16,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Longido,Olmolog,"37.20539184,-2.846850683",river/lake,0,600,1978,insufficient,0206310009WP10,good,gravity,unknown,on failure,Ministry of Water,DWE,vwc,none,
functional,Arusha,Longido,Olmolog,"37.21947651,-2.846441942",river/lake,0,100,2003,insufficient,0206310009WP01,good,gravity,unknown,on failure,PADEP,DWE,vwc,none,
functional,Arusha,Longido,Olmolog,"37.12373626,-2.862738236",spring,0,70,1998,insufficient,0206310009WP32,good,gravity,unknown,on failure,World Vision,WORLD VISION,vwc,none,
functional,Arusha,Longido,Olmolog,"37.12203732,-2.84385792",spring,0,5000,1998,insufficient,0206310009WP34,good,gravity,unknown,on failure,World Vision,WORLD VISION,vwc,none,
functional,Arusha,Longido,Olmolog,"37.1374252,-2.848592236",river/lake,0,400,2000,seasonal,0206310009WP37,good,gravity,unknown,on failure,TCRS,TCRS,vwc,none,
functional,Arusha,Longido,Olmolog,"37.1375851,-2.84974408",river/lake,0,50,2000,seasonal,0206310009WP38,good,gravity,unknown,on failure,TCRS,TCRS,vwc,none,
functional,Arusha,Longido,Olmolog,"37.13785113,-2.852305349",river/lake,0,80,2000,seasonal,0206310009WP39,good,gravity,unknown,on failure,TCRS,TCRS,vwc,tap broken,
functional,Arusha,Longido,Olmolog,"37.13893554,-2.855630375",river/lake,0,70,2000,seasonal,0206310009WP40,good,gravity,unknown,on failure,TCRS,TCRS,vwc,none,
functional,Arusha,Longido,Olmolog,"37.06390178,-2.888169626",river/lake,0,400,2010,insufficient,0206310009WP41,good,gravity,unknown,on failure,PADEP,DWE,vwc,none,
functional,Arusha,Longido,Olmolog,"37.04957608,-2.909808867",river/lake,0,500,unknown,insufficient,0206310009WP43,good,gravity,unknown,on failure,Ministry of Water,DWE,vwc,none,
functional,Arusha,Longido,Olmolog,"37.06489092,-2.925333726",river/lake,0,280,2011,insufficient,0206310009WP44,good,gravity,unknown,on failure,VWC,VWC,vwc,none,
functional,Arusha,Longido,Olmolog,"37.0665606,-2.92124427",river/lake,0,600,2002,insufficient,0206310009WP45,good,gravity,unknown,on failure,VWC,VWC,parastatal,none,
functional,Arusha,Longido,Olmolog,"37.10999858,-2.860873762",spring,0,4000,1999,insufficient,0206310009WP28,good,gravity,unknown,on failure,World Vision,WORLD VISION,vwc,none,
functional,Arusha,Longido,Olmolog,"37.22048769,-2.828822193",river/lake,0,70,2011,insufficient,0206310009WP02,good,gravity,unknown,on failure,CRS,CRS,vwc,none,
functional,Arusha,Longido,Olmolog,"37.21711068,-2.829656662",river/lake,0,5000,1998,insufficient,0206310009WP03,good,gravity,unknown,unknown,World Vision,DWE,vwc,none,
functional,Arusha,Longido,Olmolog,"37.21708839,-2.829231223",river/lake,0,3500,2011,insufficient,0206310009WP04,good,gravity,unknown,unknown,PADEP,DWE,vwc,none,
functional,Arusha,Longido,Olmolog,"37.21571053,-2.844172011",river/lake,0,50,2011,enough,0206310009WP05,good,gravity,unknown,on failure,PADEP,DWE,vwc,none,
functional,Arusha,Longido,Olmolog,"37.21340451,-2.839436481",river/lake,0,100,1995,insufficient,0206310009WP06,good,gravity,unknown,on failure,World Vision,WORLD VISION,vwc,none,
functional,Arusha,Siha,Olmolog,"37.20838758,-2.846628527",rainwater harvesting,0,50,2003,insufficient,0206310009WP08,good,gravity,unknown,on failure,RC,RC,parastatal,none,
functional,Arusha,Longido,Olmolog,"37.20867372,-2.847087506",river/lake,0,100,2007,insufficient,0206310009WP09,good,gravity,unknown,on failure,PADEP,DWE,vwc,none,
functional,Arusha,Longido,Olmolog,"37.20692691,-2.848673633",river/lake,0,55,1983,insufficient,0206310009WP11,good,gravity,unknown,on failure,Ministry of Water,DWE,vwc,none,
functional,Arusha,Longido,Olmolog,"37.20876374,-2.841697096",river/lake,0,90,2008,insufficient,0206310009WP14,good,gravity,unknown,on failure,PADEP,DWE,vwc,none,
functional,Arusha,Longido,Olmolog,"37.1890989,-2.839117691",river/lake,0,150,2003,insufficient,0206310009WP15,good,gravity,unknown,on failure,VWCVWC,VWC,vwc,none,
functional,Arusha,Longido,Olmolog,"37.18986971,-2.838805229",river/lake,0,900,1983,insufficient,0206310009WP16,good,gravity,unknown,on failure,Ministry of Water,DWE,parastatal,none,
functional,Arusha,Longido,Olmolog,"37.20091112,-2.838782335",river/lake,0,400,1992,insufficient,0206310009WP17,good,gravity,unknown,on failure,VWC,VWC,vwc,none,
functional,Arusha,Longido,Olmolog,"37.19313528,-2.83339013",river/lake,0,300,2011,insufficient,0206310009WP18,good,gravity,unknown,on failure,VWC,VWC,vwc,none,
functional,Arusha,Longido,Olmolog,"37.0684896,-2.906256862",river/lake,0,2000,2010,insufficient,0206310009WP47,good,gravity,unknown,on failure,PADEP,PADEP,vwc,none,
functional,Arusha,Longido,Olmolog,"37.18305489,-2.830188061",river/lake,0,350,2000,insufficient,0206310009WP20,good,gravity,unknown,on failure,SNV,DWE,vwc,none,
functional,Arusha,Longido,Olmolog,"37.17375016,-2.838823302",river/lake,0,250,2000,insufficient,0206310009WP21,good,gravity,unknown,on failure,VWC,VWC,vwc,none,
functional,Arusha,Longido,Olmolog,"37.17341076,-2.839054376",river/lake,0,50,2005,insufficient,0206310009WP23,good,gravity,2012,on failure,VWC,VWC,vwc,none,
functional,Arusha,Longido,Olmolog,"37.16316388,-2.828894391",river/lake,0,70,2008,seasonal,0206310009WP24,good,gravity,unknown,on failure,PADEP,DWE,vwc,none,
functional,Arusha,Longido,Olmolog,"37.16621036,-2.839106578",river/lake,0,150,2008,seasonal,0206310009WP25,good,gravity,unknown,on failure,VWC,VWC,vwc,none,
functional,Arusha,Longido,Olmolog,"37.11094932,-2.860944139",spring,0,300,1998,insufficient,0206310009WP27,good,gravity,unknown,on failure,World Vision,WORLD VISION,vwc,none,
functional,Arusha,Longido,Olmolog,"37.12471181,-2.864774439",spring,0,470,2012,insufficient,0206310009WP31,good,gravity,unknown,on failure,VWCVC,VWC,vwc,none,
functional,Arusha,Longido,Olmolog,"37.06596366,-2.921340325",rainwater harvesting,0,420,2008,seasonal,0206310009WP46,good,gravity,unknown,on failure,KIBO,KIBO,parastatal,none,
functional,Arusha,Longido,Olmolog,"37.1857719,-2.838681126",river/lake,0,300,1992,insufficient,0206310009WP19,good,gravity,unknown,on failure,Ministry of Water,DWE,vwc,none,
functional,Arusha,Arusha,Olkokola,"36.64508621,-3.219881152",spring,500,150,1990,enough,0202309915WP58,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olkokola,"36.63152503,-3.25308705",spring,0,150,1990,enough,0202309915WP121,good,gravity,unknown,never pay,World Vision,DWE,vwc,none,
functional,Arusha,Arusha,Olkokola,"36.61622643,-3.263091399",spring,0,150,2000,enough,0202309915WP122,good,gravity,unknown,never pay,World Vision,DWE,vwc,none,
functional,Arusha,Arusha,Olkokola,"36.62684577,-3.249956612",spring,0,150,1990,enough,0202309915WP124,good,gravity,unknown,never pay,World Vision,DWE,vwc,none,
functional,Arusha,Arusha,Olkokola,"36.63112017,-3.244966293",spring,0,150,1990,insufficient,0202309915WP125,good,gravity,unknown,never pay,World Vision,DWE,vwc,none,
functional,Arusha,Arusha,Olkokola,"36.63840223,-3.263067049",spring,0,150,1990,insufficient,0202309915WP153,good,gravity,unknown,never pay,World Vision,DWE,vwc,none,
functional,Arusha,Arusha,Olkokola,"36.65112441,-3.252252067",spring,500,150,1982,enough,0202309915WP13,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olkokola,"36.61661214,-3.259686113",spring,0,150,1990,insufficient,0202309915WP130,good,gravity,unknown,never pay,World Vision,DWE,vwc,none,
functional,Arusha,Arusha,Olkokola,"36.61695571,-3.260929132",spring,0,150,1990,enough,0202309915WP131,good,gravity,unknown,never pay,World Vision,DWE,vwc,none,
functional,Arusha,Arusha,Olkokola,"36.61724314,-3.26237235",spring,0,150,2000,insufficient,0202309915WP132,good,gravity,unknown,never pay,World Vision,DWE,vwc,none,
functional,Arusha,Arusha,Olkokola,"36.61611169,-3.260742375",spring,0,150,2000,insufficient,0202309915WP134,good,gravity,unknown,never pay,World Vision,DWE,vwc,none,
functional,Arusha,Arusha,Olkokola,"36.61629466,-3.260442051",spring,0,150,2000,insufficient,0202309915WP135,good,gravity,unknown,never pay,World Vision,DWE,vwc,none,
functional,Arusha,Arusha,Olkokola,"36.63783912,-3.25630113",spring,0,150,1980,enough,0202309915WP136,good,gravity,unknown,never pay,World Vision,DWE,vwc,none,
functional,Arusha,Arusha,Olkokola,"36.64063421,-3.257661012",spring,0,150,1990,enough,0202309915WP138,good,gravity,unknown,never pay,World Vision,DWE,vwc,none,
functional,Arusha,Arusha,Olkokola,"36.63143494,-3.230830713",spring,500,150,1990,insufficient,0202309915WP51,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olkokola,"36.63894422,-3.231488392",spring,500,150,1990,insufficient,0202309915WP52,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,none,
functional,Arusha,Arusha,Olkokola,"36.63948691,-3.230803406",spring,500,150,1990,insufficient,0202309915WP53,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,none,
